talkNo,title,content,content_date,comment_date,comment_text
978021,난 어릴때부터 용돈을 안받았음,어릴때부터 부모님들이 용돈을 안줘서 받아본적이 없음 그래서 고등학교때부터 알바 하면서 돈 조금씩 모으다가 성인되고는 대학안가고 돈만 벌었던거같음 안간이유는 가고싶다고 느끼질 못함 하고싶은것도 없었고 부모님들이 용돈 주는거 감사하게 생각해라,2025-01-28 15:25,2025-01-28 19:18,부모 잘만나는 것도 복임 자식 버리는 부모들 많으니까
978019,알바도 용돈 받는 것도 최대 23살까지만임,24살부터는 직장일 하면서 생활비 드려야함,2025-01-28 15:18,2025-01-28 15:21,그건 님생각이고ㅋㅋ
978019,알바도 용돈 받는 것도 최대 23살까지만임,24살부터는 직장일 하면서 생활비 드려야함,2025-01-28 15:18,2025-01-28 15:25,너도 막상 그나이 넘으면 생각 달라질꺼다 ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 꼭 그렇게 생각 하는것들이 나중에 30대 되서도 부모에게 용돈 타령하지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
978019,알바도 용돈 받는 것도 최대 23살까지만임,24살부터는 직장일 하면서 생활비 드려야함,2025-01-28 15:18,2025-01-28 15:40,그게 맘대로 되야말이죠.............
978019,알바도 용돈 받는 것도 최대 23살까지만임,24살부터는 직장일 하면서 생활비 드려야함,2025-01-28 15:18,2025-01-28 18:21,맞는말이긴함.. 이거 부정적으로말하는사람들 개쌉앰생임..나포함..
978019,알바도 용돈 받는 것도 최대 23살까지만임,24살부터는 직장일 하면서 생활비 드려야함,2025-01-28 15:18,2025-01-28 18:21,온실속 화초처럼 자라온인간들.. 나포함
978017,성인 돼서 양심적으로 용돈 받는건 에바 아니냐,양심차려라 고졸 취업하면 20대 초반에도 생활비 드리고21살부터는 대학생들 대부분 알바라도 해서 벌어쓰고25살부터는 조카 동생들 용돈도 주면서 독립하고일년에 2천은 모음어린 것도 미성년자 갓 스물인거지그 뒤로는 자립 되어있어야지 ㅉㅉ밑에 22살이면 대학교 졸업반 아니야?,2025-01-28 15:15,2025-01-28 15:37,"집안 사정이 어렵다면 양심 없는거 맞음. 다만 평범하다면 받을수 있을때 받는게 좋음. 꽤 사는 경우에는 용돈 안받는다고 해도,아득바득 살지말라고 주는 경우 있음"
978017,성인 돼서 양심적으로 용돈 받는건 에바 아니냐,양심차려라 고졸 취업하면 20대 초반에도 생활비 드리고21살부터는 대학생들 대부분 알바라도 해서 벌어쓰고25살부터는 조카 동생들 용돈도 주면서 독립하고일년에 2천은 모음어린 것도 미성년자 갓 스물인거지그 뒤로는 자립 되어있어야지 ㅉㅉ밑에 22살이면 대학교 졸업반 아니야?,2025-01-28 15:15,2025-01-28 17:09,집안이 여유되면 받는게 당연한거 아닌가? 여유없으면 님 말대로 양심 없는거고. 다 님처럼 어렵게 살진 않음.
978016,아직 용돈 받는 20(만 18)살,3월에 대학 입학하는데 알바 아직 해본적 없고대학 시험 면접 아니면 놀고 있는데요 세뱃돈도 감사히그냥 받으면 되나요? 다른 20대초반 언니들은 용돈 안받고 자취도 한다는데,2025-01-28 15:05,2025-01-28 15:11,전 후반까지 받았어요 취준이 길어져서.. 용돈도 여유 있으니까 주시는거에요 ㅎㅎ 걍 즐기세요
978016,아직 용돈 받는 20(만 18)살,3월에 대학 입학하는데 알바 아직 해본적 없고대학 시험 면접 아니면 놀고 있는데요 세뱃돈도 감사히그냥 받으면 되나요? 다른 20대초반 언니들은 용돈 안받고 자취도 한다는데,2025-01-28 15:05,2025-01-28 15:13,상황이 다 다른거니까여. 받을수있으면 받는게 좋져 ㅋ
978016,아직 용돈 받는 20(만 18)살,3월에 대학 입학하는데 알바 아직 해본적 없고대학 시험 면접 아니면 놀고 있는데요 세뱃돈도 감사히그냥 받으면 되나요? 다른 20대초반 언니들은 용돈 안받고 자취도 한다는데,2025-01-28 15:05,2025-01-28 15:37,시간 남을때 경험 삼아서 용돈벌이 하는것도 나쁘진 않죠~
978015,프랜차이즈 카페,"프랜차이즈 저가 카페들(메가,컴포즈 등등) 중 레시피나 근무환경 등 알바하기 더 편하고 좋은데가 어딘가요..?? 일해보신분들 후기 좀여,,",2025-01-28 15:01,2025-01-28 17:19,메가커피랑 할리스 해봤는데 메가커피..는 일단 엄청 바빠요 ㅠㅠ 지점이 그냥 다 바쁘고 아메리카노가 엄청 많이 나가요.. 그라인더로 커피를 직접해야해서 손목도 아프고(저와 더불어 같이 일하는 사람들은 다 손목터널 생겼어요) 신메뉴도 진짜 자주 나와서 레시피 잘 외워놔야해요 근데 보통 메가는 두명이서 하기때문에(혼자서 하는 매장도 있긴해요ㅠㅠ) 다같이 하면 분위기도 좋고 재미있어요! 할리스는 레시피는 메가에 비해서 간단해요 샷도 버튼누르면 나오고 우유스팀도 버튼누르면 알아서 해줘요 근데 할리스는 혼자 일했어서 배달이랑 홀 둘다 하기엔 벅차서 그만뒀어요ㅠㅠㅠ.. 일하기 편한건 할리스 추천드리구 재미있고 즐겁게 일하고싶으시면 메가 추천드려용
978015,프랜차이즈 카페,"프랜차이즈 저가 카페들(메가,컴포즈 등등) 중 레시피나 근무환경 등 알바하기 더 편하고 좋은데가 어딘가요..?? 일해보신분들 후기 좀여,,",2025-01-28 15:01,2025-01-28 18:16,컴포즈 일하고 있는데 근무환경 좋아요! 메가에 비해서 레시피도 복잡하지 않아서 외우기 쉬운 편이에요
978013,편의점 알바 꿀팁 있나요?,이번에 알바 처음 해보는데 너무 긴장되네요관련 경력 진짜 1도 없고 단기만 몇번 해봤어요.토요일 오픈인데 꿀팁 있을까요?ㅠㅠ매장은 좀 큰편인데 손님은 좀 적은거같아요,2025-01-28 14:11,2025-01-28 14:23,꿀팁. 봉투값 얘기 안하면 안되니까 꼭하시고 가끔 봉투값을 왜 내냐고 화내는 진상들이 꼭 오는데 환경보호법때문에 이거 안받으면 저희가 나라에 벌금내야돼요ㅠㅠ 하면 수긍하고 가심
978013,편의점 알바 꿀팁 있나요?,이번에 알바 처음 해보는데 너무 긴장되네요관련 경력 진짜 1도 없고 단기만 몇번 해봤어요.토요일 오픈인데 꿀팁 있을까요?ㅠㅠ매장은 좀 큰편인데 손님은 좀 적은거같아요,2025-01-28 14:11,2025-01-28 14:43,"1.현금 계산 시 꼭 2번 돈 세고 주기(1번은 손님에게 보여주기 2번은 나를 위해 검사)2.팔린 물건은 즉시 보충 진열 신속하게, 선입선출하자 3.신용카드ㆍ각종페이 결제 시 완료 됐다는 화면 꼭 확인 4.쓰레기통ㆍ전자레인지ㆍ시식대ㆍ외부테라스ㆍ커피머신 수시 확인하며 청결 유지 5.온장고 물품 즉각 채우고 물품 밑에 보관기한 적기 6.한가하면 종량제봉투 틈틈히 접어 고무줄 묶기 7.신상품 쇼카드 없으면 쇼카드 모여 있는 곳 찾아서 끼워넣기 8.담배재고는 귀찮더라도 내 근무시간에 다 확인하기 9.소모품류(나무젓가락ㆍ빨대ㆍ요플레스푼ㆍ1회용숟가락)채우기 10.아이스크림ㆍ얼음컵 냉동고 안 상품별 정리하고 문 꼭 닫아놓기 11.특이사항 생기면 본인 판단에 따라 결정하지 말고, 점주에게 바로 연락 보고 후 조치취하기"
978013,편의점 알바 꿀팁 있나요?,이번에 알바 처음 해보는데 너무 긴장되네요관련 경력 진짜 1도 없고 단기만 몇번 해봤어요.토요일 오픈인데 꿀팁 있을까요?ㅠㅠ매장은 좀 큰편인데 손님은 좀 적은거같아요,2025-01-28 14:11,2025-01-28 14:57,마라님 정성이 대단하십니다
978013,편의점 알바 꿀팁 있나요?,이번에 알바 처음 해보는데 너무 긴장되네요관련 경력 진짜 1도 없고 단기만 몇번 해봤어요.토요일 오픈인데 꿀팁 있을까요?ㅠㅠ매장은 좀 큰편인데 손님은 좀 적은거같아요,2025-01-28 14:11,2025-01-28 15:39,"재고만 잘 채워놓으면 사장님들도 별말 안하더라고요 ㅎ
첨부터 잘하는 사람 없어요~ 걱정 마세여"
978013,편의점 알바 꿀팁 있나요?,이번에 알바 처음 해보는데 너무 긴장되네요관련 경력 진짜 1도 없고 단기만 몇번 해봤어요.토요일 오픈인데 꿀팁 있을까요?ㅠㅠ매장은 좀 큰편인데 손님은 좀 적은거같아요,2025-01-28 14:11,2025-01-28 18:44,다들 감사합니다! 열심히 해볼게요!!!
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 13:55,대학생이면 돈도안벌고잇는데 받겟죠
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 13:57,"주변보면 세뱃돈,용돈 받더라고요. 좋게생각하면 님도 22살때 세뱃돈 받을 확률이 높은거죠."
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 14:07,받을수도 있죠ㅋㅋ 가족이 받으면 좋은거죠 뭐
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 14:18,대학생인데 전 알바해서 돈 안받아요 집집마다 다른듯요
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 14:25,용돈 안받고 알바하는애들은 대부분 학점이 안좋아요 웬만하면 조금이라도 받는게 좋은듯요
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 14:48,집안마다 다른거죠 대학생이면 알바로 돈 그리 많이 벌지도 못할텐데 주시면 감사한거죠
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 14:58,집안마다 다름 어떤집은 제사 치르고 어딘 안하고 이런 느낌
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 15:12,주면 받는거죠~ 20살 성인된다고 돈 잘벌거라는 로망은 곧 깨질거에요
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 15:39,집집마다 문화가 다르니 저흰 안주시긴 했는데 주시는 집도 꾀많더라고요 22살이면 한창 공부할나이니 받아도되죠 나중에 벌면 용돈 드리면되고
978012,성인 되면 돈 보통 안받지 않아요?,언니가 올해 22살 대학생인데 아직도 용돈 받고오늘도 새뱃돈 받았어요저는 이제 고2인데 성인되면 자기가 벌어쓸 줄 알았는데20대에도 용돈 받고 세뱃돈 받는 사람들도 있어요?,2025-01-28 13:53,2025-01-28 15:40,"나중에 벌어서 그만큼 갚으면 되죠~ 
여유 있으니깐 용돈도 주는겁니다"
978011,알버 세금 등본 필수??,혹시 알바 하면서 3.3퍼 세금 떼고 받으시는 분들은 등본 가족관계증명서나 등본 가져가셨나요?사장님이 뭐 가져오라는 말은 아직 없는데 혹시나 해서요,2025-01-28 13:47,2025-01-28 13:49,저는 안가지고 갔어요 통장사본과 주민증만 제출했어요
978011,알버 세금 등본 필수??,혹시 알바 하면서 3.3퍼 세금 떼고 받으시는 분들은 등본 가족관계증명서나 등본 가져가셨나요?사장님이 뭐 가져오라는 말은 아직 없는데 혹시나 해서요,2025-01-28 13:47,2025-01-28 13:59,감사합니다‘
978011,알버 세금 등본 필수??,혹시 알바 하면서 3.3퍼 세금 떼고 받으시는 분들은 등본 가족관계증명서나 등본 가져가셨나요?사장님이 뭐 가져오라는 말은 아직 없는데 혹시나 해서요,2025-01-28 13:47,2025-01-28 18:53,가져오라면 가져가면됩니다. 악용될거 없고요. 사업주에 따라서 등본 가족관계증명서 받기도 해요. 특히나 편의점등. 사고많은곳은 더더욱
978010,통장잔고 넉넉한가여 ㅡ...ㅡ,곧2월이네여 시간은 빨리 가네여 ㅠ,2025-01-28 13:33,2025-01-28 13:50,아뇨 다음주 남편월급날 다다음주 제월금날인데 달강달강해요 아껴써야해요
978010,통장잔고 넉넉한가여 ㅡ...ㅡ,곧2월이네여 시간은 빨리 가네여 ㅠ,2025-01-28 13:33,2025-01-28 13:51,"온누리 수산 축산에 다써서ㅜㅜ,,,"
978010,통장잔고 넉넉한가여 ㅡ...ㅡ,곧2월이네여 시간은 빨리 가네여 ㅠ,2025-01-28 13:33,2025-01-28 13:58,"2월까지는 사용할수 있는 돈이있지만,3월까지 보면 간당간당..?"
978010,통장잔고 넉넉한가여 ㅡ...ㅡ,곧2월이네여 시간은 빨리 가네여 ㅠ,2025-01-28 13:33,2025-01-28 14:17,신불되기직전
978010,통장잔고 넉넉한가여 ㅡ...ㅡ,곧2월이네여 시간은 빨리 가네여 ㅠ,2025-01-28 13:33,2025-01-28 14:58,밑빠진 독에 물붓기에요 어디로 사라졌지
978009,근무내역 체크,이번에 알바를 처음 해봐서 질문 남겨봅니다사장님께서 알바비 어플로 근무내역을 체크해달라고 하셨는데 정확히 뭘 해야하는지 모르겠어서요... 일반 알바비 어플 깔면 달력이 있던데 거기다가 한 일들 정리하면 되는 건가요..?,2025-01-28 13:23,2025-01-28 13:50,정확피 체크해야 할것 같아요 나중에 소리 안들으려면 그걸확인하기 위해서 그런어플을 까는거니까요
978009,근무내역 체크,이번에 알바를 처음 해봐서 질문 남겨봅니다사장님께서 알바비 어플로 근무내역을 체크해달라고 하셨는데 정확히 뭘 해야하는지 모르겠어서요... 일반 알바비 어플 깔면 달력이 있던데 거기다가 한 일들 정리하면 되는 건가요..?,2025-01-28 13:23,2025-01-28 14:03,정확히 뭘 해야하는지 모르겠다고 적었어야 했는데 제가 단어를 빠뜨려놓고 질문 작성했네요... 다시 수정했어요 그날 해야 할 일들 써놓고 다 했는지 여부 정도만 쓰면 될까요...?
978009,근무내역 체크,이번에 알바를 처음 해봐서 질문 남겨봅니다사장님께서 알바비 어플로 근무내역을 체크해달라고 하셨는데 정확히 뭘 해야하는지 모르겠어서요... 일반 알바비 어플 깔면 달력이 있던데 거기다가 한 일들 정리하면 되는 건가요..?,2025-01-28 13:23,2025-01-28 14:15,"알바에서 한일을 적기보다는,알바 00:00-00:00 동안 했다 정도 쓰면 될거에요. 보통 알바비 정확하게 들어왔나 확인하기 위해,개인적으로 쓰지 사장님께서 먼저 이야기하시진 않아서 그 이상은 모르겠네요"
978009,근무내역 체크,이번에 알바를 처음 해봐서 질문 남겨봅니다사장님께서 알바비 어플로 근무내역을 체크해달라고 하셨는데 정확히 뭘 해야하는지 모르겠어서요... 일반 알바비 어플 깔면 달력이 있던데 거기다가 한 일들 정리하면 되는 건가요..?,2025-01-28 13:23,2025-01-28 14:22,한번 여쭤봐야겠네요.. 감사합니다!
978008,편의점 치킨 배달,제가 편의점 알바 처음인데저는 오후타임이고 치킨은 오전에 튀긴다고 했는데배달 주문이 들어왔을 때 오전에 튀겨놓은 치킨이 있으면 그걸로 보내드리나요?아니면 새로 튀겨야 하나요 ??,2025-01-28 13:19,2025-01-28 13:52,그걸로 보내야죠
978007,24살인데 세뱃돈 받았어요,여러분들은 친척분들 만나면 용돈 드리세요?,2025-01-28 12:32,2025-01-28 13:17,받지도 드리지도 않음.
978007,24살인데 세뱃돈 받았어요,여러분들은 친척분들 만나면 용돈 드리세요?,2025-01-28 12:32,2025-01-28 13:53,아뇨 서로 안주고 안받기 전에 할머니 살아계실때나 드렸지ㅡ조카들도 주지말래서 동생들이 못주게 해서 안주고 안받기 해요
978007,24살인데 세뱃돈 받았어요,여러분들은 친척분들 만나면 용돈 드리세요?,2025-01-28 12:32,2025-01-28 15:00,세뱃돈 부럽네요 밥 한끼 쏘셈ㅋㅋ
978007,24살인데 세뱃돈 받았어요,여러분들은 친척분들 만나면 용돈 드리세요?,2025-01-28 12:32,2025-01-28 15:13,어른들한테 24살이 뭔 돈을 줘요 코묻은 돈인거 알아서 안받음
978005,오상헬스케어 진단키트 알바 해보신분 계십니까,2개월 약직도 뽑길래 ...뭐 공고에도 물량축소시 기간단축이라고 써져있긴한데혹시 하루쓰고 잘라버리는회사는 아닌가요?,2025-01-28 12:30,2025-01-28 17:41,"안양에 있는 곳 3,4년전쯤 코로나 시기때 잠깐 다녔었는데요 1층에 카페있는데 알바들도 직원가로 저렴하게 이용할수있고 식당 맛있고 휴게공간 넓고 일도 빡세지 않고 좋았는데 하루하고는 짤리지 않지만 물량 떨어지면 인원감축하고 그러긴 했었어요 그때 대규모 모집하고 나름 꿀알바였었는데 요새 다시 뽑나봐요"
978005,오상헬스케어 진단키트 알바 해보신분 계십니까,2개월 약직도 뽑길래 ...뭐 공고에도 물량축소시 기간단축이라고 써져있긴한데혹시 하루쓰고 잘라버리는회사는 아닌가요?,2025-01-28 12:30,2025-01-28 19:10,거기 단긴데 지들이 마음에 안들면 그전에 집에보냄 가실분은 참고하셈
978003,조건 어떰?,실근무 10시간세전 280(월급제)주 5일,2025-01-28 12:07,2025-01-28 18:55,최저에서 많아야 몇백원많은수준.
978001,쿠팡알바 졸업장없으면 안뽑아주나요?ㅠㅠ,갓스물인 06년생입니다! 지금은 겨울방학이고 졸업은 아직안해서 졸업장은 없는 상황입니다친구들이랑 쿠팡알바를 여러개 넣었는데 아무도 연락이 안와서 이야기하다보니 쿠팡알바는 졸업장이 없으면 안받아준다는 소리를 듣게 되었습니다진짜인지 궁금합니다ㅠㅠ!,2025-01-28 12:02,2025-01-28 14:19,지금 일자리가 없어서 그래요 졸업장은 없어도 상관없음
978000,컬리 근태,저번에 이틀 넣고 둘다 마감됐다고 문자왔다가 취소자생겼다고 선착순으로 오라했는데 안갔거든요이번에 다른팀 넣었는데 마감이란 문자도 안와요ㅠ제가 취소한것도 아닌데 이거도 근태잡혀서 블랙올라갈수도 있나요... 갈걸그랬나 하...,2025-01-28 11:49,2025-01-28 11:59,"취소  후에는   뒷상태를  전전하거나  시한부  취급  받을수도  있습니다.
블랙리스트는  일일이  문의해서  확인  받으세요.
되도록이면  소속사  대면방문  바랍니다."
978000,컬리 근태,저번에 이틀 넣고 둘다 마감됐다고 문자왔다가 취소자생겼다고 선착순으로 오라했는데 안갔거든요이번에 다른팀 넣었는데 마감이란 문자도 안와요ㅠ제가 취소한것도 아닌데 이거도 근태잡혀서 블랙올라갈수도 있나요... 갈걸그랬나 하...,2025-01-28 11:49,2025-01-28 12:27,블랙은 당일취소 무단결근 잦은조퇴시 후순위로 밀려나고 그러는걸로 알고 있는데 자주안나가면 그만큼 확정잘 안되요
978000,컬리 근태,저번에 이틀 넣고 둘다 마감됐다고 문자왔다가 취소자생겼다고 선착순으로 오라했는데 안갔거든요이번에 다른팀 넣었는데 마감이란 문자도 안와요ㅠ제가 취소한것도 아닌데 이거도 근태잡혀서 블랙올라갈수도 있나요... 갈걸그랬나 하...,2025-01-28 11:49,2025-01-28 13:56,"아녕. 저는  안간다구해서 블랙건적 없어염. 오히려 마감했으니 다른곳으로 출근할수도잇고,, 그쪽도 사정을 이해해주긴하져"
978000,컬리 근태,저번에 이틀 넣고 둘다 마감됐다고 문자왔다가 취소자생겼다고 선착순으로 오라했는데 안갔거든요이번에 다른팀 넣었는데 마감이란 문자도 안와요ㅠ제가 취소한것도 아닌데 이거도 근태잡혀서 블랙올라갈수도 있나요... 갈걸그랬나 하...,2025-01-28 11:49,2025-01-28 15:00,근태 엄청 보는걸로 알고 있습니다.
977999,둔산동 청담샤브샤브칼국수 알바 어때요?,집근처라 지원해볼까 하는데월급이 좀 에바긴하고 12시간 풀근무이긴한데 넘 오래 쉬엇기도 하고 해서요 ㅎㅎ 혹시 일해보신분 잇으신가요??,2025-01-28 11:19,2025-01-28 11:32,12시간풀근무 너무 힘들지 안을까요 ㅠㅠ
977999,둔산동 청담샤브샤브칼국수 알바 어때요?,집근처라 지원해볼까 하는데월급이 좀 에바긴하고 12시간 풀근무이긴한데 넘 오래 쉬엇기도 하고 해서요 ㅎㅎ 혹시 일해보신분 잇으신가요??,2025-01-28 11:19,2025-01-28 15:01,12시간ㅋㅋㅋ빡세요
977998,회사에서 면접노쇼,알바는 아니고 정규직이었는데 면접일 다 잡아놓고 10분전에 가서 문자 먼저 보냈었는데 5분정도 기다려도 답이 없어서 전화까지 걸었지만 전화를 안받더라구요. 문자도 안읽었었구요. 회사 문 앞에서 4시까지 기다려보고 다시 한 번 더 문자 보냈지만 상대방이 읽지 않았었습니다. 그래서 결국 면접 못보고 집에 왔는데 그 날 콜백이나 문자에 대한 답장도 없었네요. 이 글을 쓰고 있는 지금까지도요. 생각이 바뀌었다면 말을 만들어서라도 하루 전에는 연락줘야 하는 거 아닌가요?? 아니면 뒤늦게라도 사과를 해야 하는 거 아닌가요? 면접자에게는 변동 사항이 생기면 미리 연락달라고 하고 정작 회사쪽에서 면접 노쇼하시고. 제가 이동하고 기다리는데에 들인 시간은 시간도 아닌걸까요? 불합격 시키더라도 약속한 면접은 보게 해주셨어야 맞는거 아닌가합니다. 정말정말 기분이 너무 나쁘더라구요. 서울에 있는 작은 회사인데 회사명 공개하고 싶은걸 법적으로 어쩌구하고 걸고 넘어질거 같아서 참습니다. 면접관이나 면접자나 서로서로 예의는 지킵시다.(웃기는건 문자 내역 안지우고 있었는데 그새 1이 사라져있네요? 물론 사과의 말은 지금까지도 전혀 없습니다.),2025-01-28 11:03,2025-01-28 11:13,안녕하세요 원본 게시글에 꼬리말 남깁니다.ㅡ
977998,회사에서 면접노쇼,알바는 아니고 정규직이었는데 면접일 다 잡아놓고 10분전에 가서 문자 먼저 보냈었는데 5분정도 기다려도 답이 없어서 전화까지 걸었지만 전화를 안받더라구요. 문자도 안읽었었구요. 회사 문 앞에서 4시까지 기다려보고 다시 한 번 더 문자 보냈지만 상대방이 읽지 않았었습니다. 그래서 결국 면접 못보고 집에 왔는데 그 날 콜백이나 문자에 대한 답장도 없었네요. 이 글을 쓰고 있는 지금까지도요. 생각이 바뀌었다면 말을 만들어서라도 하루 전에는 연락줘야 하는 거 아닌가요?? 아니면 뒤늦게라도 사과를 해야 하는 거 아닌가요? 면접자에게는 변동 사항이 생기면 미리 연락달라고 하고 정작 회사쪽에서 면접 노쇼하시고. 제가 이동하고 기다리는데에 들인 시간은 시간도 아닌걸까요? 불합격 시키더라도 약속한 면접은 보게 해주셨어야 맞는거 아닌가합니다. 정말정말 기분이 너무 나쁘더라구요. 서울에 있는 작은 회사인데 회사명 공개하고 싶은걸 법적으로 어쩌구하고 걸고 넘어질거 같아서 참습니다. 면접관이나 면접자나 서로서로 예의는 지킵시다.(웃기는건 문자 내역 안지우고 있었는데 그새 1이 사라져있네요? 물론 사과의 말은 지금까지도 전혀 없습니다.),2025-01-28 11:03,2025-01-28 11:31,이런경우 진짜많아요 그냥 기분더럽지만 똥밟았다고 생각해야죠ㅜ기분 푸시고 즐거운 명절 보내세요
977998,회사에서 면접노쇼,알바는 아니고 정규직이었는데 면접일 다 잡아놓고 10분전에 가서 문자 먼저 보냈었는데 5분정도 기다려도 답이 없어서 전화까지 걸었지만 전화를 안받더라구요. 문자도 안읽었었구요. 회사 문 앞에서 4시까지 기다려보고 다시 한 번 더 문자 보냈지만 상대방이 읽지 않았었습니다. 그래서 결국 면접 못보고 집에 왔는데 그 날 콜백이나 문자에 대한 답장도 없었네요. 이 글을 쓰고 있는 지금까지도요. 생각이 바뀌었다면 말을 만들어서라도 하루 전에는 연락줘야 하는 거 아닌가요?? 아니면 뒤늦게라도 사과를 해야 하는 거 아닌가요? 면접자에게는 변동 사항이 생기면 미리 연락달라고 하고 정작 회사쪽에서 면접 노쇼하시고. 제가 이동하고 기다리는데에 들인 시간은 시간도 아닌걸까요? 불합격 시키더라도 약속한 면접은 보게 해주셨어야 맞는거 아닌가합니다. 정말정말 기분이 너무 나쁘더라구요. 서울에 있는 작은 회사인데 회사명 공개하고 싶은걸 법적으로 어쩌구하고 걸고 넘어질거 같아서 참습니다. 면접관이나 면접자나 서로서로 예의는 지킵시다.(웃기는건 문자 내역 안지우고 있었는데 그새 1이 사라져있네요? 물론 사과의 말은 지금까지도 전혀 없습니다.),2025-01-28 11:03,2025-01-28 13:57,이상한 회사네요 ㅡㅡ 문자로 한마디하고 차단하시져
977998,회사에서 면접노쇼,알바는 아니고 정규직이었는데 면접일 다 잡아놓고 10분전에 가서 문자 먼저 보냈었는데 5분정도 기다려도 답이 없어서 전화까지 걸었지만 전화를 안받더라구요. 문자도 안읽었었구요. 회사 문 앞에서 4시까지 기다려보고 다시 한 번 더 문자 보냈지만 상대방이 읽지 않았었습니다. 그래서 결국 면접 못보고 집에 왔는데 그 날 콜백이나 문자에 대한 답장도 없었네요. 이 글을 쓰고 있는 지금까지도요. 생각이 바뀌었다면 말을 만들어서라도 하루 전에는 연락줘야 하는 거 아닌가요?? 아니면 뒤늦게라도 사과를 해야 하는 거 아닌가요? 면접자에게는 변동 사항이 생기면 미리 연락달라고 하고 정작 회사쪽에서 면접 노쇼하시고. 제가 이동하고 기다리는데에 들인 시간은 시간도 아닌걸까요? 불합격 시키더라도 약속한 면접은 보게 해주셨어야 맞는거 아닌가합니다. 정말정말 기분이 너무 나쁘더라구요. 서울에 있는 작은 회사인데 회사명 공개하고 싶은걸 법적으로 어쩌구하고 걸고 넘어질거 같아서 참습니다. 면접관이나 면접자나 서로서로 예의는 지킵시다.(웃기는건 문자 내역 안지우고 있었는데 그새 1이 사라져있네요? 물론 사과의 말은 지금까지도 전혀 없습니다.),2025-01-28 11:03,2025-01-28 15:17,그 회사 본사에 전화해서 따져야죠
