Title,Contents,Date
시대인재 대치 조교 지원했습니다,아직 뽑힐지는 모르지만 조교 해보신분들 어떠셨나요?경쟁률이 많이 높은가요?,2025-02-01
알바 이제 한달 조금 넘었는데..내가 좀 문제인가봐,"나는 선천적으로 좀 느려. 장애가 있다는게 아니라, 뭘하든 동작이 느려. 게다가 당황하면 그 자리에서 굳어버리고 아무것도 못하는게 늘상이야. 그러다보니, 20살 되고 쳐음 간 대학도, 전공공부도 안맞고 과분위기도 안맞고 내 이런 특징때문에 결국에는 자퇴했어. 자퇴하고나서 생각한건, 외부적인것은 내가 어떻게든 적응하거나 나아가면 되지만, 내 이런 특징이 너무 발목을 잡아. 나도 왜 내가 느린지 이해가 안가. 집에서도 굼뜨다고 핀잔 받을때도 많거든..근데 이번에 처음 알바하는곳에서, 내가 느리다고 하네..일은 점진적으로 늘고 있는데..나는 최선을 다해 최고 속력을 내는데 남들이 보기에는 아닌가봐. 사회라는게 보이는걸로 평가가 매겨지니 어느정도 감안했지만 그래도 씁쓸하네. 오늘은 손님이 없어서 주방 마감 일찍 하느라, 설거지가 몰렸어. 그래서 설거지를 내 나름대로 빨리빨리 하는데 자꾸 느리니까 설거지가 쌓여. 나는 더 조급해져서 빨리 하고..근데 또 조급해서 대충하면 더러운게 남아있어서 안되니까 몇번이고 박박 문질러서 설거지 하고..뭐 그랬다가 나중에 홀관리자님이 나한테 ""○○씨는 느려요. 좀 빨리 하세요."" 라고 한숨을 쉬는데..하 나도 속으로 한숨나오더라...나처럼 느린 사람들 있어?극복한 사람들이 있다면 경험담 좀 알려줘..미칠것 같아..",2025-02-01
ㅋㄹ확정 잘나옴,개인사정으로 주4일만 일할 수 있는데ㅋㄹ 평택 F팀 확정 100%네요거의 문자 칼답이에요 냉동피킹 일하는데 그렇게 어려운건 없고방한복에 핫팩 여유있게 몇개 주머니에꽂고 일하면 그렇게 얼어쥭을정도는 아니에요 방한복 입어도 속에 내복은 기본입니다11시 5분쯤 되면 2층 포장으로 보내는데 그럭저럭 할만해요.장점은 진짜 시간이 빨리간다는 거.....단점은 셔틀버스 좀 늦게 출발한다는거1시 퇴근인데....1시 40분에 셔틀버스 출발이에요관리자들도 친절하고일만 열심히 하면 크게 불편한 점은 없네요단한번도 무단결근 한적 없이 일하고 있습니다,2025-02-01
아이코스 알바 어때?,아이코스 알바 후기 보니까 사람들이 알리스타 얘기를 많이 하더라고.. 근데 매장별로 분위기가 다른건지 전체적으로 그런건지 잘 모르겠네영업 얘기도 있고.. 그냥 고객한테 설명 잘 해주고 as같은거 해주고 그런거 아니었어..?,2025-02-01
카페마마스,카페마마스 잠실역쪽 어때요? 많이 힘든가요?,2025-02-01
ㅋㅍ 이천 확정문자 왔나요?,마감문자랑 확정톡 둘 다 안오네요,2025-02-01
송도 ㄱㅈ 급하게 사람 뽑는데 절대가지마세용,살면서 손님 없다고 알바들을 출근 1시간만에 보내고 손님 많아지니까 재출근시키는 건 처음 봄ㅋㅋ 절대로 쉬는 꼴을 못 보겠다는 마인드.. 처음 계약할 때 정한 근무시간 지킨 적 딱 2번임 손님 조금만 없으면 바로 조기퇴근시키고 알바들한테 매출압박 줌사장이 본인 양아치 친구들 데려와서 매장에서 술마시고 술심부름 시킨 적도 있음+비슷한 이유로 점장도 퇴사ㅋㅋ그렇게 길게 안 일했는데 며칠 일하고 도망가는 직원도 두세명 봄 이유는 역시나 사장.... 당연히 주휴 없고 계약할때부터 화장실가거나 담배피는시간이 휴게시간이니까 30분은 급여에서 뺀다고 통보받았음+손님으로도 굳이...가지마십시오 위생상태 최악입니다 주방 바닥에 떨어트린 음식 그냥 주워서 내보냄,2025-02-01
사장 자매 싸움.. 알바 당일 퇴사 좀 그런가요?ㅠㅠ,"오늘 일하는데사장자매가 크게 싸웠어요원래도 좀 둘 다 성격이 드센편인데오늘은 이ㄴ, 저ㄴ, ㅆ발 등등 서로 툭툭 치면서 몸싸움까지 가고 쌍욕을 엄청나게 하더라고요.근데 저는 그런거 들으면 진짜 심장이 떨어지고 손발이 벌벌 떨리거든요.. 동생이 장갑 벗어던지고 집에 갔고 저는 언니 사장이랑 실장이랑 일하면서 죽은듯이 포장하고 그냥 마무리 잘 하고 왔어요..7시간동안 한 번 앉지도 못하고 일하는게 빡세서딱 5주만 경력 채우고 나가려고 다음주 금요일 월급날에 그만두려 했거든요 원래 오늘 그만둔다 얘기하려고 했는데 사정이 저래서.. 내일 얘기하려는데 또 그 상황 생각하면 도저히 못가겠고..아침에 문자로 그만 간다고 해도 되려나요..ㅠㅠ 사장 성질 더러운데 전화로 쌍욕할까봐..첫 알바라 아무 경험이 없어요퇴사 경험 있으신분 알려주세요..ㅜ",2025-02-01
진짜 하소연 하고싶어서..,작년부터 일자리가 안구해지고 구해져도 단기식이라서 월세내기가 빠듯하더니 이제 거의 9개월째 밀리고 있어 진짜 열심히 이력서도 넣고 면접도 보고 하는데 붙는곳이 1도 없더라..정말 내가 몇년전 쿠팡물류에서 일할때 한달에 2번쉬고 일할땐 연장까지 해가면서 아득바득 모아둔 돈으로 투룸 잡아 살았는데 지금 그게 와르르 무너졌어 면접도 하도 떨어지니깐 이제 겁이 나더라 진짜 나 어떡하지...너무 살고싶지가 않아,2025-02-01
편의점 담배 빵꾸...,편의점 오후 알바 이틀째인데 오늘 담배 빵꾸 났네요 ㅠㅠ재고 조사 할 때 포스기에 찍힌 수량보다 하나 많아서점장님한테 말씀드렸는데 11시쯤 제가 빵꾸 낸거 같다고 연락왔어요...사장님이 가지고 계신 다른 매장에서 교육 두시간 받을 때담배는 포스기에 재고수량 뒷자리만 보라고 배웠는데전타임이나 뒷타임 알바분들 보면 보루도 다 세시는거 같고나와있는 담배만 세는 것도 한세월인데보루까지 세려다 시간 다 보낼까봐 막막하기도 하고 그러네요...담배 재고조사 익숙해지는데 얼마나 걸릴까요 ㅠㅠ,2025-01-31
시향 알바 부당 해고,"몇 주전 시향지 주말 알바가 떳길래 바로 신청을 했어요, 학교 복학을 해도 알바를 할 예정이라서요. 그런데 면접을 보고 합격을 했는데 1월은 주중 알바가 비어있다고 급하다고 주중알바로 하고 2월은 무조건 주말로 바꿔주겠다고 해서 알겠다고 하고 시작했어요. 그런데 갑자기 어제 근무 중에 매니저가 이번주까지만 나오라 이래서 네? 이러니 원래 나가기로 한 2월 주말 알바가 안 나간다고 말을 바꿔서 어쩔 수 없다고 하더군요. 어이가 없네요… 그리고 다른 사람들도 위험한 곳에서 나눠주는데 유독 저만 감시하더라고요. 오늘 곰곰히 생각을 해보니 자기네들 할랑한 시간만 알바생들 감시하러 오는거였어요. 너무 어이가 없네요. 본사에서 인원을 감축하라고 했다는데 그것도 믿을 수 있는건지 참 의문이네요. 자꾸 말을 바꾸니까요… 일한지 진짜 얼마 안 되어서 어쩔 수 없고 노동청에 신고도 못할 것 같지만 한 달에 한 번씩 근로계약서 작성한다고 했을 때 이상함을 감지했어야 했어요",2025-01-31
와 진짜 일 너무없네,넣는 족족 다 연락씹히네쿠팡은 이제 마감알림조차 안옴 ㅋ..마치 다들 짜기라도 한듯이...경제가 진짜 많이 안좋아지긴 했나보네..,2025-01-30
내일장지롯데c동가는데 많이힘든가요,1시~10시근무인데소화물이라는데 의류라하고거짓이겟죠?ㅋㅋ,2025-01-30
알바 관둘때,제가 사정이 생겨서 이번주까지만 할수있게됬는데내일 얘기하려구 하거든요ㅠㅠ 통화로 할려하는데문자로 드릴말씀이 있는데 통화 가능하신가요??라고 보내면될까요?? 찾아보니까 최소 2주전에 말하라던데 제가 너무 촉박하게 말씀드리는거 같아 넘 죄송하네요..빵집 주말오픈알바인데 넘 민폐같아요..ㅠ,2025-01-30
알바몬 이력서에 보건증 (건강진단결과서)는 어디에 기재해두나요?,궁금해서 물어봅니다,2025-01-30
이거 너무 예의없나요?,"원래 하던 알바가 있는데 더 좋은 조건으로 지원 연락이 와서 바로 수락했어요원래 알바 1개월 정도 근무 했고 저도 최대 1년까지는 생각하고 있던 상황인데, 새로 가게 된 알바가 당장 다음주부터 오라고 요구를 해서요지금까지 계속 단기 알바만 해왔고 기간 꽉 채워서 근무했는데 이번이 첫 장기알바였거든요그래서 알바 그만두기 최소 2주 전에 말해야 한다는 걸 부끄럽지만 정말 몰랐어요사장님한테 정말 죄송한데 뭐라고 말씀드려야할까요",2025-01-30
근무 후기 작성 안돼서 답답한 마음에 올립니다..ㅠㅠ,개인 사정으로 알바를 그만 두게됐는데 이런 좋은 가게가 있다는 걸 알리고 싶어서요ㅠㅠ 중구에 있는 파스타 가게( 써니 파스타 몽)인데 주말 오후 알바로 일했어요!! 알바가 처음이라 어리바리하고 3개월 반이 지나서야 터득을 했는데 사장님께서 화 한번 안내시고 친절하게 알려주셔서 너무 감동했습니다ㅠㅠ 그리고 마감 타임이라 재료가 남으면 사장님께서 남은 재료로 음식 만들어주셔서 가지고가라고 하세요ㅠㅠ 매니저님도 진짜 친절하시고 좋습니다!! 마지막 알바 날에 진짜 울컥했어요ㅠㅠ 초보분들 혹시 알바 못찾으셨다면 여기 추천합니다!! + 여기 최저시급 10500입니다 (나이스),2025-01-30
어느 한 제과제빵 오전동alt 2층,"생산제품 비위생 남들은 위생복 다 차려입고 들어가는데 본인은 운동화 부츠 다 신고 들어오면서 사람들이 안지키면 지랄함 너무 지저분해서 맨날 청소함 음식하나주고 겁나 생색냄 너무 더러워서 말도 안나옴 본인이 뭔말했는지도 잘 모름암튼 안가는게 답임,가면 100000퍼 후회함지가 잘못한거는 입꾹닫음 본인이 실수한건 비밀로하고 남이 잘못한건 겁나 모라함 제품이 이상해도 그냥 다 나감 본인이 먹은거 어지른거 사람들 시킴 병원 보내준거 완전 생색냄 이렇게 병원 보내주는 회사가 어디있냐고 그러면서 생색냄.",2025-01-30
맥도날드 지원 도와주세요!ㅜㅜ,한 1~2주 전에 제가 가고 싶은 지점 맥날에 지원서 넣어놨었는데요 (이때는 알바몬 공고가 안 올라왔음. 맥알바 홈페이지만 참고해서 상시모집이길래 지원함)오늘 낮쯤에 그 지점이 공고가 올라왔더라구요그래서 홈페이지 들어가서 지원서 넣으려고 하니까 이미 제출된 지원서라고 뜨면서 진행이 안되더라고요..!그리고 1시간 전에 또 공고가 끌올됐던데그럼 제가 1~2주 전에 넣어놨던 지원서가 아래로 묻혀있진 않을까요...?저한테 면접 제의를 안 한 채로 공고 끌올을 했다는건 이미 전 나가리인걸까요?...알바를 꼭 하고 싶은데 패푸 특성상 전화를 드릴 수도 없고ㅜㅜ막무가내로 방문하기도 좀 그런데..여튼 이렇게 전에 넣어둔 지원서가 묻혔을 가능성이 있을까요?...지원서 새로 다시 보낼 방법은 없을까요?묻히기 싫어서..,2025-01-30
Pc방 야간 어떤가요??,집이랑 도보로 5분거리고 좌석도 크게 많지 않은데 이번에 면접보러 오라고 해서 주말 야간 어떤가용?,2025-01-30
알바몬 불합격 처리 되있으면 면접 안가도 되는거죠?,내일 면접 보기로 했는데 오늘 아침에 알바몬 알림으로 낼 면접 참석 여부 알림와서 참석한다고 클릭했습니다근데 면접 장소 확인하려고 지금 보니까 불합격 처리 되있는데 그럼 면접 안가도 되는거맞죠?황당하긴하네요ㅠ,2025-01-30
코스모코스 잘자르나요 ?,---------------------,2025-01-30
홀 관리 업무,혹시 홀 관리는 정확히 어떤 일을 하는 것인가요?? 요식업 알바는 처음이라..,2025-01-30
"우리중개파이낸스, 케인즈 라는 회사 이름으로 일하신 분 계실까요?","알바몬에 우리중개파이낸스로 공고 올라왔었구 재택근무입니다. 근로계약서 또는 사업자등록에는 케인즈커뮤니티라고 되어있구요. 마케팅팀으로 일했었는데 2달치 월급 못받았고 회사 연락두절입니다. 대표자명도 다른 피해자분과 다르구요, 지금 피해자분들 몇 분 같이 얘기중인데 혹시 여기서 일하신 분 있으면 알려주세요",2025-01-30
의류 매장에서 면접 봤는데 ㅈㄴ 까다롭게 보는 매장 처음임,자신이 생각하기에 친절한게 뭐냐고 해서 설명을 다 했는데 과연 그게 친절이라고 할 수 있을까? 이러는거임 그래서 구체적으로 말했지 그랬더니 자기는 그렇게 생각하지 않는대( 왜 물어본거야??) 이것말고도 고객님들이 무슨 생각으로 옷이나 신발을 사러 가는지 아냐고 믈어보고 내가 물어본거마다 트집 잡듯이 물어봄너네도 이랬던 곳있었나? 난 ㄹㅇ 처음봄 누가보면 대기업에서 운영하는줄,2025-01-30
다음컴퍼니 덕평의류주간,다음컴퍼니에서 덕평의류주간 어떤가요?,2025-01-30
보험사 교육 청강알바,보험사 교육 하루2시간 3일 들으면 돈을 준다는데그냥 청강만 하면 되는거 같아요.그냥 인원 채울려고 하는걸까요?,2025-01-30
양지 올리브영 야간,올리브영 야간 너무하다 진짜무신사 주간이 11만인대 야간이 어떻게 주간이랑 금액이 똑같을수 있는건지???생산직도 아니고 12시간해야 14.5라는게 말이안됨2차도급사에서 수수료을 얼마나 남기지는 모르겠지만 주간 중식제공되는 곳이랑 야간에 중식제공 없는곳이랑급여가 만원 차이임 거기다 더문제는 주간인대 요즘같은 시대에 9만원은 심한거 아님???요즘 물류센터 일자리 알아보는 사람들 잘생각하고 결정해라 아무리 일을한다지만 근로자의 최소한의 권리는 지키면서 일하자,2025-01-30
올해 1분기 저축목표는 1억 5천만원 이상 모으기,대충 400만원전후로 저축하면 1억 5천만원이 되네요. 지금 자격증 셤 일주일도 안남아서 컴터로든 책으로든 공부하다보니 금단증상이 밀려오긴하네요.셤 끝나면 3월 중순되기전까지 빠듯하게 돈을 좀 건실하게 모아야겠네요.만 26살 대졸자로써 부끄럽네요.덤으로1억 5천만 모으기전에 취직하든 자기개발이나 건설적인 인생을 살이야겠어요.,2025-01-30
부천 립스틱 포장,부천 립스틱포장 해보신분있나요 ???,2025-01-30
대학1 투잡,대학생되고 첫 알바로 베라 하는 중인데 이 알바가 주말 오후 평일 오후1 하는거고 시간 자체도 사장님께 말만 하면 유동적이지만 한달에 40만원은 조금 부족해서 알바 하나 더 구하려는데1.대학1 알바 투잡 추천하는지?2.한다면 무슨 알바 추천하는지?,2025-01-30
코엑스 파르나스몰에서 일해본 사람 있나요?,거기 직원휴게실이랑 직원식당 있나요?,2025-01-30
미소 고객센터 가시는 분들 참고하세요!,2주 교육 받으실 텐데 교육 첫 날은 늘 그렇듯 회사 소개하고 서류 작성하다보면 시간 순삭이고어영부영 하다 보면 퇴근 하시게 될 거고 1주차에는 목요일에 RP테스트 보실 거에요근태랑 교육태도 시험 점수 전부 합산해서 평가 되는 거니 안심하라고 하지만 근태와 교육 태도 암만 잘 챙겨도시험 못 보면 그냥 탈락이니 2일차 3일차 교육 잘 들으시고 보시면 되겠습니다탈락되면 재교육도 불가하다네요,2025-01-30
1년간 채용횟수,"1년간 채용횟수 많으면무조건 걸러야되나요..??채용횟수 많았는데 괜찮으셨던 분 계신가요ㅠ가려는데가 1년간 55번 지원했는데,,,ㅠ",2025-01-30
공차 퇴사,제가 퇴사를 급하게 하게 돼서 이번주 주말부터 못나올거 같은데 급여가 2월 10일에 나와요 근데 제가 갑자기 퇴사한다고 막 급여가 안나오고 그러진 않겠죠? 사실 그러면 말이 안되기는 하는데 너무 갑작스럽게 일 그만두게 돼서 좀 찜찜하네요,2025-01-30
이력서 지참,카페알바 문자로 지원했는데요이력서 뽑아오라는데 그냥 알바몬 이력서 출력해도 되는건가요???,2025-01-30
복장 맨투맨,"행사 세팅 단기알바 예정중에 있습니다. 복장은 맨투맨에 청바지, 운동화를 입고오라고 써있던데맨투맨이 집에 없어서요ㅠ그냥 일하기 편하게 입으라는 말 같은데 가디건을 입어도 될까요? 제가 처음이라 이런 행사 준비 알바하신분들 복장으로 문제 생긴적 있나요?",2025-01-30
키즈카페 음식 제조는 보통 밀키트로 만드나요?,"키즈카페에서 음식 제조를 하는 곳도 있는데, 전문적으로 요리할 줄 알아야 하나요?아니면 밀키트 갖고 조리만 하면 되는 건가요?",2025-01-30
알바 2개월 다니고 사직원작성 필수 인가요?,"알바를 1월꺼지만 하고 2월부터 그만둘려고 문자로 말씀드렸는데, 사직원 작성하러 오라고 하셨는데 가야하나요..?근로계약서 1월은 만료되었고, 정직원이 아니라 알바도 사직원을 작성 필수로 하고 가나욥..? ㅠ 알바가 처음이어서 알러주시면 감사하겠습니다",2025-01-30
뉴엠텍 세정 해보신분 계신가요?,이번에 지원 했는데 후기 좀 알려주세요,2025-01-30
오랜만에 냉장물류 와서 적응 안되네,내일은 고정으로 오래다닌데 출근해야 되는데 저온인데 안추움 근데 스티로폼 하얀가루 같은거 날리고 여기와서도 열심히 하는중 ㅋㅋㅋㅋ 신규들 많더라 난 예전에 일해봣다. 쉬는기간 많이주고 식사제공 연장없음 집근처 통근잇음 이건 개꿀 지금 개피곤함......집가서 씻을힘도 없을듯 그나마 오늘 잘 배정받은거 같은데  다음주 빠져나갈것도 잇고 이번에도 부모님 도움 안받으려고 빨간날에도 일한다  안온사이 많이 변햇더라.... 대학생들 곧  방학 끝나니까  나이 어린 경력자라 그런지 여기저기서 연락옴.....초반에 뻘리뻘리 잘하다가 지금은 체력 바닥남 지쳐버렷음 연휴가 길엇으니 한동안 어디든지 바쁘겟네 ㅋㅋㅋ 이번주는 주말에도 일하고 싶어서 아니 주말에도 일하려고 한다 손도 시렵고 열심히 하다 다치고 ㅋㅋㅋㅋ 요새 독감 유행이다 다들 조심하자 냉장은 여름에 꿀이긴 하지 밥먹고 편의점 갈라 햇더니 사람 엄청많앗음 좁은데서 막 부딪히고... 구내식당에서 밥 먹는데 줄도 엄청 길엇다 두드러기 올라왓는지 모기 물린거 처럼 간지럽더라 ㅋㅋㅋ 은근 시간 안가고 지루해서 더 열심히 햇음 그래야 시간 빨리 갈꺼 같다고 생각이 들어서 이것저것 할게 많았음...몸과 마음이 왓다갓다 지그재그 된거같음 무리한듯 퇴근하고 야간 출근한 사람들도 잇어서  사람이 어찌나많은지...... 일단 나이가 어리고 이제는 어딜가나 어느정도 하니까 꾸준히 오래 다니라고 하는데 내가 안나가버리면 티오 마감돨수도 잇는거지  한번 다니면  오래 다니려고 하는편임 밥은 맛잇더라  일단 집이랑 가까워서 좋긴하네 예전에 띄엄띄엄 다녓던곳이라 냉장이라 입술 불어트고 퇴근하고 집왓는데 계단에서 고양이 인지 애기인지 울고잇다..... 내 또래 들중에서 이직을 고민하고 잇다면 지금이다  난 의리가 잇어서 쉽게 떠나지 않아 !!! ....갑자기 여기저기서 출근 가능햐나고 연락옴 ㅋㅋㅋㅋㅋㅋ 바쁘긴 한가봄 슬슬 대학생들도 없어지고 연휴가 일주일 정도 됬으니까  아침을 안먹고 가서 오전에 배고팟음 다양한 사람들 많더라 아담한 남자들도 많았는데 귀엽더라 ㅋㅋ 냉장이 원래 정신없고 무거운것도 조금 잇으니까 피부 많이 예민한 사람들은 냉장 오래 하면 안될꺼 같아 지나가려고 하면 길막하고 있는 사람도 있었지만 휴게실도 잇고 좋앗음  다 끝나고 청소 하는데 먼지가 어우.... 감기 겨우 나앗는데 ㅠ,2025-01-30
3.3 근로 사실 확인,"카페 아르바이트 3.3 제하고 월급을 받는데,지금 제가 제대로 신고 된 상황에서 근로하고 있는지 모르겠습니다.제가 사장님께 근로계약서 작성을 한달 정도 요청드렸는데, 먼저 안해주시고 있습니다.이전에 종종 늦게 한 경험이 있어서 비슷한 줄 알았는데, 급여도 밀려서 주시고 여러 이슈가 있습니다.ㅎㅎ혹시 3.3 공제 확인이 가능한 채널이 있을까요?",2025-01-30
설날 컬리 급여,26일 일요일에 김포컬리에서 일해서 아직 급여 안 들어왔는데 오늘까지가 설날이라 내일 급여 들어오나요?,2025-01-30
쿠 동탄1,입고출고 다 안전화 신어요?,2025-01-30
무신사 매장은 점장(매니저)도 알바몬으로 뽑나봐요.,알바 면접때 점장들 행동 보면 .지들이 뭔 신세계 그룹 임직원인것 처럼 행동해서 본사에서 대단하게 파견온건줄 알았는데 . 알고보니 알바몬으로 점장 매니저  뽑더라구요 ㅋㅋㅋ떡국 먹다가.  알바몬 어플에서 <무신사 점장 뽑습니다> 이 공고 보고 떡국 쁌었음 .ㅠㅠㅠ대기업 체인점 계통 매장직 직원들은 자기들이 뭐가 되는줄 아는거 같음.(오히려 알바들이 고학력or 대기업 취준생 or 이직준비생인 경우가 많음 ㅋㅋㅋㅋㅋ),2025-01-30
성은리 ㅇㅅㅅㅌ 후기,"성은리라고 하면 여기임지게차도 까데기하고 일반업무도 해야함지게차 작업공간 좁아서 위험함(고라니들많음)태블릿같은거 대차에 붙여놨는데 이걸로 피킹함빨리안하면 재촉함생활용품 대표적인것들(말통세제,샴푸,손소독제,텀블러,식품도있음,)잔업도 강제적으로 해야함 잔업안하면 눈치주고 알아서퇴근해야함",2025-01-30
≪올리브영 성수N점≫ 여기 최근에 직원들 뭔 사건 있었나요??,커뮤니티 여기저기에서...이곳 직원들 관련 여러가지 안좋은 말들이 많던데.. 여기 매장직 직원들 최근에 뭔일 있었나요??(본사에서 매장직 애들 진상조사 나오고 뭐 어쩌고 했다던데;;)혹시 여기서 일해보신분들 있나 해서요.그러고보니 이 매장은 구인 공고도 유독 자주 나오는것 같고적어도 여기 매장직 직원들 관련해서는 평가들이 좀 많이 안좋은거 같아서요.올리브영은 유독 매장직 직원들 관련해서 좋지못한 이슈가 많은것 같습니다 .,2025-01-30
간혹 이러네,다른사람들도 이럼????,2025-01-30
동탄1쿠팡 오전조 신규인데,혈압측정하나용?,2025-01-30
키자니아 서울,옛냘에는 엄청 올라왔는데 요즘은 어린이체험지도쪽은 안올라오네요ㅜ 3월쯤엔 많이 올라올까요?,2025-01-30
직원인데 4대보험 다 안들어주는 곳,"심지어 매니저인데 고용,산재만 들어준다는데 이런 곳 별로겠죠?소득은 잡혀서 국민연금 내라 날아올거고 건강보험도 그만큼 오를텐데 개인적으로 다 부담하려면 더 손해 아닌가요?",2025-01-30
알바후기5점 장난하나 지들이 남길수있게했네,뭐 조작이 개판치네,2025-01-30
올리브영 질문 받음!(양산x),"심심해서 질문 받아여경력은 전매장 3개월+현매장 5개월차 (평일 오픈, 마감 다해봄) 궁금한거나 면접 꿀팁 등 궁금한거 있으면 물어보세요",2025-01-30
공휴일 근무수당,평일 주5일 6시간 근무자입니다설연휴 빨간날 3일 일했고6시간동안 일했습니다근로계약서 작성할때는 휴일 근로에 대한 어떠한 것 없이 작성하였으나법적으로는 1.5배 2배 까지 적용된다 하여계산을 어떻게 해야하는지 물어봅니다근로계약서에 작성이 안되어있으면 못받는 건가요?,2025-01-30
알바 면접 질문,낼 피시방 알바 면접보러가는데보통 뭐 물어봐요?지원동기 이런건 안물어보시겠죠?ㅠㅠ,2025-01-30
Bgf 로지스 진천 최악의 쓰레기,피킹 일자체는 쉬움 초딩도 30분이면 습득  8시간 내내 서있어야하는것도 이해함 ㅇㅇ근데 점심시간 40분? 식당까지 왔다갔다 하는것만 10분 ㅋㅋ그러면 밥먹고 고작 10분 화장실갔다가오면 끝남 이게 휴게시간이라고 할수있니? 오후에 20분? 왔다갔다 10분잡아먹고 결국 쉬는건 5분남짓 ㅋㅋ쓰레기들아..일도 피킹박스 안오는 시간에 가만히 서있는 꼴을 못봄 10초만 가만히 서있어도 빨리 움직이라며 닥달에...직원들 알바들한테 소리지르고 장난하니 ㅋㅋ어차피 하루하고 말거지만 고작 최저시급주면서 뽑아먹을대로 뽑아먹는 악독한 기업,2025-01-30
인천공항 캐터링센터,다녀보신분 후기좀 알려주세어,2025-01-30
올리브 영,올리브영 구인광고를 보면 7일중에 6일 근무하면 만근수당 1만원이라고 나와있는데 이게 10만원이라면 이해가 가겠는데 6일씩 근무했는데 주휴수당 준다는 말은 한글자도 안보이고 한달을 채운것도 아니고 주 만근을 했으면 주휴수당을 줘야지 덜렁 만근수당 1만원?,2025-01-30
마트단기 식대,마트단기알바중에 식대나오는곳도 있나요매번 마트 내 식당 결제해서 먹거나 따로해결했는데,2025-01-30
쿠팡은 원래 이런가요?,오늘 쿠팡 합격했다고 연락왔는데 근무 날짜가 오늘 밤인 31일 새벽 3:30am -9:30am이더라고요. 그래서 날짜가 맞는지 확인만 했는데 헬퍼운영팀에서 맞다고 했고 갑자기 취소처리했다고 왔어요.. 쿠팡지원이 처음이었고 근무일정 확인만 했는데 이게 맞나요 ㅠㅠ 그리고 원래 당일에 알려주나요? ㅠㅠ,2025-01-30
설거지 절대 안 하는 동료,"저는 카페 알바 시작한지 3일차 되었었는데 이제 얼추 스무디류는 만들줄 알고 포스기도 다룰 수 있습니다. 그리고 저희는 매니저 1명, 직원 2명으로 주로 근무를 해요. 그래서 보통 제가 신입이니까 음료 제조는 주로 매니저님이랑 다른 직원분이 하시고 가끔씩? 한가할 때 직접 하면서 배워나가는 식으로 했었고, 바쁠땐 그냥 제가 설거지를 했습니다. 그런데 그날은 제가 설거지 하다가 다른 일 하러 갈 때 동료 직원은 할 일도 없으면서 설거지를 할 생각조차 안 했습니다. . 다른 직원 동료들은 제가 뭐 다른 일 하러 갈 때 설거지를 이어나가시던지 하시던데 3시간 일 하는 동안 한번도 설거지를 안 했어요ㅜ 퇴근 시간 가까이 됐길래 슬슬 퇴근 준비 하는데 그때서야 설거지 시작하더라구요. 제가 좀 이기적인걸까요.? 제가 생각하기엔 동료가 이기적인 것 같은데 ㅜ 저희가 유동 스케줄제라 매주 되는 시간을 정해서 일정 정하거든요. 사장님께 이분이랑 같이 안 하게 해달라고 할까요? 근데 그러면 뭔가 매니저님들도 알게 돼서 “아 쟤는 좀 약은 애구나” 생각을 하실까봐 좀 걱정돼서 못하겠고요. . 차라리 그냥 제가 일을 좀 더 한다는 생각을 할까요?",2025-01-30
낼 안성 탑텐가시는 분있나요?,가시는분있음?,2025-01-30
쿠팡 신규인센도 다 없애는 추세인가봅니다?,"가끔식 신규인센투어 다니는데인천, 안산 등등 다 신규인센이 없네요..",2025-01-30
오산 소득 허위신고 아웃소싱,"사고나고 수술받고 난리여서 일을 거의 못했거든요특히 6월에는 사고나서 알바 딱 하루 했는데미친건가 왠 근무일수 30일에 360만원 더구나 저업체로 알바 간것도 아님 타업체로 간거고거기는 정상적으로 신고되어 있어요등록일 확인해보니 9월에 해놓았네요ㅋㅋ진짜 미친건가 ㅋㅋㅋㅋㅋ올해 정기때 근로장려금 받을수 있을까?소득, 세금등 확인하러 손택스 오랜만에 들어갔는데어처구니가 없습니다 혹시 모르니 다들 확인해 보시고 허위신고로 신고하세요.저 방금 모바일로 신고 했어요.이런거는 발견하면 귀찮아도 신고를 계속 해줘야함지금은 오래전이라 폐업한 업체인데학생때 친구랑 알바 한다고 첨 아웃소싱 통해서 알바 갔더니나중에 제 앞으로 1800만원 해뒀던 양아치 업체도 있었는데거긴 최소한 일이라도 갔다가 그랬지여긴 이업체로 6월에 근무한적도 없는데생각할수록 진짜 미친건가 싶네요ㅋㅋㅋ오죽함 알바토크에 글을 남기네요",2025-01-30
김포 대곶 반도체 장비 면접오라고 갔더만,오전에 간단한 인터뷰후 오후부터 근무라길래 갓더니 외국인 천지네 ㅋㅋㅋㅋㅋ 무슨 비자가 어쩌구 영주권이 어쩌구 사람들마다 확인하고 있음한국인 나밖에 없었는데 ‘가까운데 사시네요?‘ 하고 끝일하는곳 가보니 친목질심해서 무리형성 겁나 되있고 이무리에 못끼면 업무내외적으로 힘들겠더만 현장에 조선족에 베트남 아주 가관이더라 한번 가보고 싶으면 가보셈 1년내내 계속 채용하더만 ㅋㅋㅋ,2025-01-30
